debtor_id,age,gender,region,original_amount,days_past_due,delinquency_group,collection_status,amount_recovered,outstanding_amount,strategy_used,contact_attempts,contact_success_count,recovery_time_days,credit_score,income_level,employment_status,loan_id,collection_rate,contact_efficiency
475,49,남성,남양주시,48952123,111,중기,실패,0,48952123,전화,5,0,,500,5900,직장인,L0475,0.0,0.0
476,50,여성,속초시,37593143,360,상각,실패,0,37593143,전화,12,4,,511,2671,직장인,L0476,0.0,0.0
477,43,여성,안산시 단원구,49933729,236,상각,실패,0,49933729,전화,9,0,,566,4169,직장인,L0477,0.0,0.0
478,66,여성,고양시 일산서구,40123876,46,단기,실패,0,40123876,문자,1,0,,780,6341,직장인,L0478,0.0,0.0
479,59,여성,안산시,3590894,110,중기,실패,0,3590894,전화,3,0,,611,7610,직장인,L0479,0.0,0.0
480,59,남성,용인시,44402801,318,상각,실패,0,44402801,방문,10,0,,611,2344,자영업,L0480,0.0,0.0
481,61,남성,서산시,8324809,175,중기,실패,0,8324809,전화,6,0,,668,2395,직장인,L0481,0.0,0.0
482,56,남성,부천시 원미구,43631561,187,상각,실패,0,43631561,방문,6,0,,796,2354,직장인,L0482,0.0,0.0
483,60,여성,강릉시,45487061,149,중기,실패,0,45487061,전화,7,0,,825,3259,직장인,L0483,0.0,0.0
484,28,남성,양구군,34473321,348,상각,실패,0,34473321,전화,13,4,,495,3761,직장인,L0484,0.0,0.0
485,66,남성,군포시,43864167,354,상각,실패,0,43864167,방문,12,0,,847,5382,직장인,L0485,0.0,0.0
486,61,남성,안양시 동안구,17723243,315,상각,실패,0,17723243,방문,11,0,,413,2187,자영업,L0486,0.0,0.0
487,49,여성,양양군,16978027,111,중기,성공,2212982,14765045,전화,3,0,104.0,842,4679,무직,L0487,0.13034388506980227,737660.6666666666
488,58,남성,화천군,28054212,300,상각,실패,0,28054212,전화,11,0,,505,2718,직장인,L0488,0.0,0.0
489,59,남성,평택시,3326329,315,상각,실패,0,3326329,방문,12,0,,521,3470,자영업,L0489,0.0,0.0
490,22,여성,구리시,45232838,114,중기,실패,0,45232838,방문,5,0,,757,3071,직장인,L0490,0.0,0.0
491,55,남성,계룡시,39108588,344,상각,실패,0,39108588,전화,13,1,,635,6972,직장인,L0491,0.0,0.0
492,37,여성,양평군,13259085,269,상각,실패,0,13259085,전화,8,2,,883,3403,직장인,L0492,0.0,0.0
493,30,여성,청주시 상당구,26148468,360,상각,실패,0,26148468,전화,14,0,,645,5968,자영업,L0493,0.0,0.0
494,28,남성,안성시,2374130,86,단기,실패,0,2374130,문자,5,0,,767,2401,직장인,L0494,0.0,0.0
495,44,여성,양양군,11501629,290,상각,실패,0,11501629,전화,10,1,,926,3236,직장인,L0495,0.0,0.0
496,35,여성,금산군,43659855,172,중기,실패,0,43659855,전화,6,0,,819,2231,직장인,L0496,0.0,0.0
497,55,여성,보은군,14867002,271,상각,실패,0,14867002,방문,11,5,,843,5389,직장인,L0497,0.0,0.0
498,64,남성,파주시,29068781,67,단기,실패,0,29068781,전화,2,0,,632,2102,직장인,L0498,0.0,0.0
499,43,여성,파주시,43215811,363,상각,실패,0,43215811,전화,12,3,,569,4107,자영업,L0499,0.0,0.0
500,27,여성,보령시,47181863,290,상각,실패,0,47181863,전화,9,0,,755,2782,직장인,L0500,0.0,0.0
501,44,여성,양주시,8903863,146,중기,실패,0,8903863,방문,4,0,,697,3380,자영업,L0501,0.0,0.0
502,69,여성,부천시,42411169,311,상각,실패,0,42411169,전화,11,1,,433,6484,자영업,L0502,0.0,0.0
503,42,남성,용인시 수지구,13269533,85,단기,실패,0,13269533,문자,2,0,,498,6948,직장인,L0503,0.0,0.0
504,60,여성,용인시 처인구,15724123,143,중기,실패,0,15724123,전화,6,2,,549,6480,직장인,L0504,0.0,0.0
505,32,남성,의정부시,30997275,178,중기,실패,0,30997275,방문,6,0,,914,3804,자영업,L0505,0.0,0.0
506,55,여성,부천시 소사구,21289788,50,단기,실패,0,21289788,문자,2,0,,878,2329,직장인,L0506,0.0,0.0
507,37,여성,하남시,12991424,307,상각,실패,0,12991424,방문,11,0,,725,2674,직장인,L0507,0.0,0.0
508,54,남성,아산시,22841489,320,상각,실패,0,22841489,방문,9,0,,854,5856,직장인,L0508,0.0,0.0
509,31,남성,청주시 청원구,17447158,161,중기,실패,0,17447158,전화,6,1,,874,4581,직장인,L0509,0.0,0.0
510,31,여성,태백시,22734408,81,단기,실패,0,22734408,문자,2,1,,705,2100,자영업,L0510,0.0,0.0
511,27,남성,고양시 일산서구,26450219,304,상각,실패,0,26450219,전화,11,0,,874,3163,자영업,L0511,0.0,0.0
512,21,여성,수원시,14352082,237,상각,실패,0,14352082,전화,9,0,,837,3045,직장인,L0512,0.0,0.0
513,24,여성,광주시,12927726,154,중기,실패,0,12927726,전화,6,0,,740,3058,직장인,L0513,0.0,0.0
514,43,남성,춘천시,23261375,190,상각,실패,0,23261375,전화,6,1,,522,3481,자영업,L0514,0.0,0.0
515,20,남성,정선군,18554636,135,중기,실패,0,18554636,전화,4,0,,625,6707,자영업,L0515,0.0,0.0
516,58,여성,의정부시,43689910,45,단기,실패,0,43689910,문자,2,0,,590,2624,직장인,L0516,0.0,0.0
517,42,남성,연천군,21722954,202,상각,실패,0,21722954,방문,8,2,,544,6400,직장인,L0517,0.0,0.0
518,53,남성,평택시,30731025,77,단기,실패,0,30731025,문자,4,0,,745,7531,직장인,L0518,0.0,0.0
519,55,남성,수원시 권선구,21981050,253,상각,실패,0,21981050,전화,7,0,,855,6594,자영업,L0519,0.0,0.0
520,58,남성,고양시 일산서구,36373238,150,중기,실패,0,36373238,전화,6,0,,929,5484,자영업,L0520,0.0,0.0
521,24,남성,옥천군,7355099,228,상각,실패,0,7355099,방문,9,0,,637,2290,직장인,L0521,0.0,0.0
522,43,남성,부천시 원미구,21068206,240,상각,실패,0,21068206,방문,9,0,,593,4169,직장인,L0522,0.0,0.0
523,51,남성,군포시,31808909,191,상각,실패,0,31808909,전화,4,0,,508,5778,직장인,L0523,0.0,0.0
524,42,남성,속초시,26835566,285,상각,실패,0,26835566,전화,12,0,,770,7107,직장인,L0524,0.0,0.0
525,21,여성,양구군,30714461,39,단기,실패,0,30714461,문자,2,1,,617,5359,직장인,L0525,0.0,0.0
526,59,남성,진천군,17226395,122,중기,실패,0,17226395,방문,6,0,,708,5963,자영업,L0526,0.0,0.0
527,29,남성,동해시,21063287,71,단기,실패,0,21063287,문자,3,0,,602,5968,직장인,L0527,0.0,0.0
528,35,남성,김포시,40765074,100,중기,실패,0,40765074,방문,3,0,,433,6985,직장인,L0528,0.0,0.0
529,40,남성,횡성군,7726967,84,단기,실패,0,7726967,문자,3,0,,435,7870,직장인,L0529,0.0,0.0
530,26,여성,계룡시,49984479,97,중기,실패,0,49984479,전화,3,0,,574,3891,직장인,L0530,0.0,0.0
531,67,남성,안양시 만안구,42386896,189,상각,실패,0,42386896,방문,8,0,,581,3707,자영업,L0531,0.0,0.0
532,30,남성,보령시,20905888,211,상각,실패,0,20905888,방문,5,0,,677,4646,직장인,L0532,0.0,0.0
533,55,남성,수원시 장안구,19273222,35,단기,실패,0,19273222,문자,3,0,,899,4437,직장인,L0533,0.0,0.0
534,32,여성,수원시 권선구,6853294,106,중기,실패,0,6853294,전화,4,0,,569,7036,직장인,L0534,0.0,0.0
535,38,여성,하남시,23636699,239,상각,실패,0,23636699,전화,8,0,,496,6391,자영업,L0535,0.0,0.0
536,20,남성,구리시,36562812,339,상각,실패,0,36562812,전화,11,0,,729,7431,직장인,L0536,0.0,0.0
537,20,여성,옥천군,8913850,307,상각,실패,0,8913850,전화,11,2,,862,7792,무직,L0537,0.0,0.0
538,25,남성,천안시 동남구,3248738,128,중기,실패,0,3248738,전화,3,1,,451,6354,자영업,L0538,0.0,0.0
539,20,남성,안성시,41734129,30,단기,실패,0,41734129,문자,1,0,,474,7399,자영업,L0539,0.0,0.0
540,51,남성,증평군,22788505,238,상각,실패,0,22788505,방문,8,0,,569,4361,자영업,L0540,0.0,0.0
541,69,남성,과천시,36692013,76,단기,실패,0,36692013,문자,3,0,,937,3610,직장인,L0541,0.0,0.0
542,29,남성,남양주시,37006520,54,단기,실패,0,37006520,전화,4,0,,926,2261,자영업,L0542,0.0,0.0
543,44,남성,증평군,43601004,257,상각,실패,0,43601004,방문,10,0,,696,5176,직장인,L0543,0.0,0.0
544,69,남성,철원군,2031827,228,상각,실패,0,2031827,방문,7,0,,601,6875,직장인,L0544,0.0,0.0
545,24,여성,횡성군,7168655,172,중기,실패,0,7168655,전화,7,1,,853,6745,자영업,L0545,0.0,0.0
546,40,남성,남양주시,35783485,285,상각,실패,0,35783485,전화,10,0,,861,7156,직장인,L0546,0.0,0.0
547,51,남성,진천군,6667999,328,상각,실패,0,6667999,방문,11,0,,563,7627,직장인,L0547,0.0,0.0
548,42,남성,옥천군,14000201,59,단기,실패,0,14000201,문자,2,0,,862,6072,무직,L0548,0.0,0.0
549,62,남성,안양시,8625702,166,중기,실패,0,8625702,방문,7,0,,717,3168,직장인,L0549,0.0,0.0
550,69,여성,춘천시,1477574,317,상각,실패,0,1477574,전화,13,0,,915,7758,자영업,L0550,0.0,0.0
551,43,남성,연천군,24855153,170,중기,실패,0,24855153,전화,7,0,,918,5919,직장인,L0551,0.0,0.0
552,34,남성,서산시,47745667,133,중기,실패,0,47745667,전화,5,0,,792,7016,자영업,L0552,0.0,0.0
553,56,남성,용인시,9173427,352,상각,실패,0,9173427,방문,12,0,,531,5919,직장인,L0553,0.0,0.0
554,41,남성,양주시,23749609,275,상각,실패,0,23749609,전화,10,4,,799,2400,자영업,L0554,0.0,0.0
555,61,여성,진천군,4347543,175,중기,실패,0,4347543,전화,6,1,,481,3295,자영업,L0555,0.0,0.0
556,64,여성,광명시,43354227,288,상각,실패,0,43354227,전화,9,3,,476,2786,무직,L0556,0.0,0.0
557,63,여성,가평군,14839019,211,상각,실패,0,14839019,방문,6,0,,635,6928,직장인,L0557,0.0,0.0
558,67,여성,광명시,23383855,191,상각,실패,0,23383855,전화,8,0,,873,4841,직장인,L0558,0.0,0.0
559,27,남성,남양주시,3953019,117,중기,실패,0,3953019,전화,3,0,,803,5393,자영업,L0559,0.0,0.0
560,28,여성,태안군,13244300,85,단기,실패,0,13244300,문자,2,0,,600,6494,직장인,L0560,0.0,0.0
561,67,여성,파주시,862207,196,상각,실패,0,862207,전화,7,0,,865,6598,직장인,L0561,0.0,0.0
562,60,남성,평택시,21733594,92,중기,실패,0,21733594,방문,6,0,,585,4270,직장인,L0562,0.0,0.0
563,63,남성,의왕시,44444553,290,상각,실패,0,44444553,방문,10,1,,519,7635,직장인,L0563,0.0,0.0
564,23,여성,부천시 오정구,544153,300,상각,실패,0,544153,전화,8,0,,937,4637,직장인,L0564,0.0,0.0
565,32,여성,평창군,31018333,353,상각,실패,0,31018333,방문,12,0,,427,2198,무직,L0565,0.0,0.0
566,22,남성,청주시 서원구,24299986,47,단기,실패,0,24299986,문자,3,0,,563,4118,직장인,L0566,0.0,0.0
567,37,여성,청주시 청원구,15189621,218,상각,실패,0,15189621,전화,8,1,,621,3424,직장인,L0567,0.0,0.0
568,64,여성,오산시,37070566,316,상각,실패,0,37070566,전화,14,0,,574,3728,직장인,L0568,0.0,0.0
569,58,여성,동해시,36346258,306,상각,실패,0,36346258,전화,10,0,,481,5378,직장인,L0569,0.0,0.0
570,47,여성,안양시,1842398,304,상각,실패,0,1842398,방문,11,0,,603,2326,무직,L0570,0.0,0.0
571,49,여성,예산군,35887447,328,상각,실패,0,35887447,전화,13,0,,775,2336,직장인,L0571,0.0,0.0
572,34,남성,동해시,19429810,200,상각,실패,0,19429810,방문,5,1,,882,3708,무직,L0572,0.0,0.0
573,67,여성,수원시 팔달구,7252191,132,중기,실패,0,7252191,전화,5,0,,916,5962,자영업,L0573,0.0,0.0
574,54,여성,부여군,25639852,107,중기,실패,0,25639852,전화,7,0,,595,6343,직장인,L0574,0.0,0.0
575,48,남성,청주시 상당구,36794186,174,중기,실패,0,36794186,방문,5,0,,937,2731,직장인,L0575,0.0,0.0
576,25,여성,옥천군,17103442,147,중기,실패,0,17103442,방문,5,0,,749,2914,직장인,L0576,0.0,0.0
577,20,남성,고양시 덕양구,6764567,281,상각,실패,0,6764567,전화,11,2,,489,4164,무직,L0577,0.0,0.0
578,25,남성,공주시,29262408,81,단기,실패,0,29262408,문자,3,0,,742,5724,직장인,L0578,0.0,0.0
579,67,남성,부천시 소사구,17920702,225,상각,실패,0,17920702,방문,7,0,,881,2408,무직,L0579,0.0,0.0
580,59,남성,양양군,29500609,100,중기,실패,0,29500609,전화,3,0,,622,4796,직장인,L0580,0.0,0.0
581,20,여성,오산시,12952227,325,상각,실패,0,12952227,전화,12,0,,778,4798,직장인,L0581,0.0,0.0
582,68,남성,성남시,21110217,79,단기,실패,0,21110217,전화,3,0,,927,3070,직장인,L0582,0.0,0.0
583,58,여성,단양군,31055636,249,상각,실패,0,31055636,전화,10,0,,892,5582,직장인,L0583,0.0,0.0
584,42,남성,군포시,23525565,220,상각,실패,0,23525565,방문,8,0,,809,3897,직장인,L0584,0.0,0.0
585,22,남성,부여군,49321945,60,단기,성공,6353442,42968503,문자,2,0,12.0,830,3865,직장인,L0585,0.12881572289981671,3176721.0
586,26,여성,수원시 장안구,46896875,169,중기,실패,0,46896875,전화,7,0,,577,5564,직장인,L0586,0.0,0.0
587,66,남성,수원시 팔달구,6451827,111,중기,실패,0,6451827,전화,5,0,,511,5409,직장인,L0587,0.0,0.0
588,68,남성,수원시 장안구,29016239,216,상각,실패,0,29016239,방문,8,0,,784,6567,직장인,L0588,0.0,0.0
589,38,남성,춘천시,16388309,168,중기,실패,0,16388309,방문,8,0,,918,6147,직장인,L0589,0.0,0.0
590,58,여성,안산시 상록구,40389899,356,상각,실패,0,40389899,전화,13,0,,462,5857,직장인,L0590,0.0,0.0
591,46,여성,제천시,2780927,281,상각,실패,0,2780927,전화,9,0,,806,7729,직장인,L0591,0.0,0.0
592,44,여성,영월군,35093701,336,상각,실패,0,35093701,전화,12,1,,871,6105,직장인,L0592,0.0,0.0
593,23,남성,논산시,38758350,111,중기,실패,0,38758350,방문,6,0,,747,4262,직장인,L0593,0.0,0.0
594,46,여성,가평군,33916882,266,상각,실패,0,33916882,전화,10,0,,558,2521,직장인,L0594,0.0,0.0
595,62,남성,수원시,11848387,225,상각,실패,0,11848387,방문,10,1,,566,7384,직장인,L0595,0.0,0.0
596,40,남성,성남시 수정구,40105855,234,상각,실패,0,40105855,전화,7,0,,591,5387,직장인,L0596,0.0,0.0
597,32,남성,성남시 분당구,43199862,137,중기,실패,0,43199862,전화,5,0,,731,7445,직장인,L0597,0.0,0.0
598,24,여성,양평군,30230375,335,상각,실패,0,30230375,전화,13,0,,866,7519,자영업,L0598,0.0,0.0
599,30,여성,안양시 동안구,15506428,242,상각,실패,0,15506428,전화,7,0,,643,7618,직장인,L0599,0.0,0.0
600,20,여성,증평군,32918723,253,상각,실패,0,32918723,전화,9,0,,730,2447,무직,L0600,0.0,0.0
601,63,남성,부천시 원미구,48694354,288,상각,실패,0,48694354,전화,10,0,,517,2604,직장인,L0601,0.0,0.0
602,62,여성,광주시,12808334,282,상각,실패,0,12808334,전화,10,0,,532,2260,직장인,L0602,0.0,0.0
603,41,남성,수원시 장안구,9681529,250,상각,실패,0,9681529,전화,8,1,,895,2736,직장인,L0603,0.0,0.0
604,29,남성,청주시 상당구,10525110,292,상각,실패,0,10525110,전화,10,2,,605,3667,무직,L0604,0.0,0.0
605,43,여성,강릉시,12173212,79,단기,성공,3416301,8756911,문자,2,0,63.0,794,6681,직장인,L0605,0.28064088590587266,1708150.5
606,58,여성,평택시,29707576,272,상각,실패,0,29707576,전화,10,2,,596,7001,직장인,L0606,0.0,0.0
607,60,여성,남양주시,36237798,254,상각,실패,0,36237798,전화,9,0,,853,3687,무직,L0607,0.0,0.0
608,42,여성,양구군,7538897,167,중기,실패,0,7538897,전화,8,0,,923,7705,직장인,L0608,0.0,0.0
609,54,남성,오산시,31987325,149,중기,실패,0,31987325,전화,5,0,,748,7460,직장인,L0609,0.0,0.0
610,63,여성,양구군,10905042,324,상각,실패,0,10905042,전화,12,0,,786,2950,직장인,L0610,0.0,0.0
611,57,여성,수원시 영통구,49009059,219,상각,실패,0,49009059,전화,7,0,,851,2334,직장인,L0611,0.0,0.0
612,40,여성,계룡시,49719416,219,상각,실패,0,49719416,방문,8,3,,602,2630,직장인,L0612,0.0,0.0
613,52,남성,동두천시,37057370,358,상각,실패,0,37057370,전화,13,0,,811,3890,직장인,L0613,0.0,0.0
614,56,여성,부여군,6929446,262,상각,실패,0,6929446,전화,9,1,,657,6217,자영업,L0614,0.0,0.0
615,44,여성,광주시,15024844,67,단기,실패,0,15024844,문자,3,0,,492,2552,직장인,L0615,0.0,0.0
616,22,여성,부천시 오정구,46069188,320,상각,실패,0,46069188,전화,12,0,,664,2083,직장인,L0616,0.0,0.0
617,34,남성,고양시,45181200,84,단기,실패,0,45181200,문자,3,0,,928,3218,자영업,L0617,0.0,0.0
618,34,남성,동해시,40254833,188,상각,실패,0,40254833,방문,8,0,,657,4346,자영업,L0618,0.0,0.0
619,21,남성,청양군,41382251,357,상각,실패,0,41382251,전화,13,2,,787,5675,직장인,L0619,0.0,0.0
620,33,여성,논산시,45666332,199,상각,실패,0,45666332,방문,8,0,,862,7319,직장인,L0620,0.0,0.0
621,43,여성,구리시,29721893,248,상각,실패,0,29721893,전화,9,0,,926,5716,자영업,L0621,0.0,0.0
622,26,여성,청주시 청원구,27257077,167,중기,실패,0,27257077,전화,6,0,,834,7488,직장인,L0622,0.0,0.0
623,63,여성,부천시,8492475,178,중기,실패,0,8492475,전화,7,1,,704,2860,직장인,L0623,0.0,0.0
624,63,여성,평창군,20383805,353,상각,실패,0,20383805,전화,12,0,,689,7489,직장인,L0624,0.0,0.0
625,26,남성,아산시,25570651,96,중기,실패,0,25570651,전화,4,0,,606,7099,자영업,L0625,0.0,0.0
626,42,남성,성남시,9298385,128,중기,실패,0,9298385,전화,5,0,,500,6322,직장인,L0626,0.0,0.0
627,64,남성,용인시 처인구,43680674,166,중기,실패,0,43680674,전화,5,1,,714,7704,직장인,L0627,0.0,0.0
628,53,여성,용인시,2053775,85,단기,실패,0,2053775,문자,4,0,,870,3560,자영업,L0628,0.0,0.0
629,38,남성,안양시,25021460,48,단기,실패,0,25021460,문자,3,0,,922,5921,직장인,L0629,0.0,0.0
630,27,여성,춘천시,12202389,88,단기,실패,0,12202389,전화,1,0,,916,6919,직장인,L0630,0.0,0.0
631,58,남성,평창군,46825657,101,중기,실패,0,46825657,전화,5,0,,513,6846,직장인,L0631,0.0,0.0
632,39,여성,고양시 일산동구,29466068,50,단기,성공,12227234,17238834,문자,1,0,6.0,418,4171,직장인,L0632,0.4149598107219463,12227234.0
633,60,남성,논산시,11549105,172,중기,실패,0,11549105,전화,5,0,,717,4262,직장인,L0633,0.0,0.0
634,51,여성,의왕시,22875055,289,상각,실패,0,22875055,방문,11,0,,432,5403,무직,L0634,0.0,0.0
635,27,여성,진천군,5850485,308,상각,실패,0,5850485,전화,11,0,,939,2122,자영업,L0635,0.0,0.0
636,41,여성,태안군,17630131,277,상각,실패,0,17630131,전화,10,0,,608,7972,직장인,L0636,0.0,0.0
637,67,여성,수원시 팔달구,18970823,244,상각,실패,0,18970823,전화,9,1,,530,7284,직장인,L0637,0.0,0.0
638,62,여성,부천시 오정구,9460836,187,상각,실패,0,9460836,전화,9,0,,446,6591,직장인,L0638,0.0,0.0
639,60,남성,천안시 서북구,20718464,320,상각,실패,0,20718464,전화,12,1,,583,2455,직장인,L0639,0.0,0.0
640,53,남성,청주시 청원구,21425068,314,상각,실패,0,21425068,전화,11,0,,711,4424,직장인,L0640,0.0,0.0
641,66,남성,수원시 권선구,38786993,36,단기,실패,0,38786993,문자,2,0,,871,4819,자영업,L0641,0.0,0.0
642,28,남성,안양시 만안구,32864668,356,상각,실패,0,32864668,전화,12,5,,449,5648,직장인,L0642,0.0,0.0
643,50,여성,안양시,27624703,35,단기,실패,0,27624703,문자,2,0,,453,7538,직장인,L0643,0.0,0.0
644,66,남성,안성시,6155121,314,상각,실패,0,6155121,방문,11,0,,686,7013,직장인,L0644,0.0,0.0
645,69,여성,영동군,49392726,204,상각,실패,0,49392726,전화,9,0,,637,7973,직장인,L0645,0.0,0.0
646,36,남성,포천시,26428498,174,중기,실패,0,26428498,전화,5,0,,844,6796,자영업,L0646,0.0,0.0
647,54,여성,수원시,10461910,238,상각,실패,0,10461910,방문,8,0,,597,6709,직장인,L0647,0.0,0.0
648,35,남성,고양시 일산서구,48103971,300,상각,실패,0,48103971,전화,10,1,,933,5566,직장인,L0648,0.0,0.0
649,38,여성,성남시 중원구,33592355,111,중기,실패,0,33592355,전화,5,0,,545,4722,무직,L0649,0.0,0.0
650,50,남성,남양주시,20820545,266,상각,실패,0,20820545,방문,11,0,,429,4828,직장인,L0650,0.0,0.0
651,68,여성,괴산군,49866389,198,상각,실패,0,49866389,전화,8,0,,486,7435,자영업,L0651,0.0,0.0
652,27,여성,천안시 동남구,9558917,294,상각,실패,0,9558917,전화,12,0,,412,2512,무직,L0652,0.0,0.0
653,36,여성,수원시 장안구,25847744,303,상각,실패,0,25847744,방문,11,2,,858,3472,직장인,L0653,0.0,0.0
654,45,남성,음성군,1010756,112,중기,실패,0,1010756,전화,4,0,,501,2043,직장인,L0654,0.0,0.0
655,30,여성,철원군,34181225,320,상각,실패,0,34181225,전화,9,0,,506,6030,무직,L0655,0.0,0.0
656,33,남성,수원시 영통구,1408694,213,상각,실패,0,1408694,전화,6,0,,653,4232,직장인,L0656,0.0,0.0
657,36,남성,당진시,15553438,182,상각,실패,0,15553438,방문,7,2,,646,5016,자영업,L0657,0.0,0.0
658,66,여성,진천군,3392801,136,중기,실패,0,3392801,전화,5,1,,629,6772,직장인,L0658,0.0,0.0
659,47,여성,아산시,2287605,136,중기,실패,0,2287605,전화,6,0,,412,5646,자영업,L0659,0.0,0.0
660,59,남성,논산시,15702401,348,상각,실패,0,15702401,전화,12,1,,860,5779,직장인,L0660,0.0,0.0
661,39,남성,수원시 권선구,35000873,220,상각,실패,0,35000873,방문,8,0,,758,4298,직장인,L0661,0.0,0.0
662,23,남성,청주시 흥덕구,30104978,256,상각,실패,0,30104978,전화,8,1,,897,5896,직장인,L0662,0.0,0.0
663,39,남성,충주시,12414492,343,상각,실패,0,12414492,전화,10,3,,892,2372,직장인,L0663,0.0,0.0
664,24,남성,안산시 단원구,16005113,287,상각,실패,0,16005113,전화,10,1,,566,7387,직장인,L0664,0.0,0.0
665,69,여성,수원시 영통구,14186308,181,상각,실패,0,14186308,방문,6,0,,891,7588,직장인,L0665,0.0,0.0
666,36,여성,고양시,4079360,187,상각,실패,0,4079360,전화,5,0,,545,4935,직장인,L0666,0.0,0.0
667,35,여성,용인시 처인구,14910117,48,단기,실패,0,14910117,문자,1,0,,866,4644,무직,L0667,0.0,0.0
668,38,남성,안양시 동안구,37724920,178,중기,실패,0,37724920,전화,8,0,,424,3469,직장인,L0668,0.0,0.0
669,20,남성,군포시,30806058,359,상각,실패,0,30806058,방문,13,0,,757,6878,직장인,L0669,0.0,0.0
670,68,여성,용인시 기흥구,7693491,260,상각,실패,0,7693491,전화,9,0,,879,3956,자영업,L0670,0.0,0.0
671,69,남성,태안군,14572808,102,중기,실패,0,14572808,방문,4,0,,823,4055,무직,L0671,0.0,0.0
672,34,여성,부천시 소사구,1381377,163,중기,실패,0,1381377,방문,5,0,,494,6702,직장인,L0672,0.0,0.0
673,36,남성,고성군,14275187,173,중기,실패,0,14275187,전화,4,0,,470,6545,자영업,L0673,0.0,0.0
674,50,남성,서천군,29981215,30,단기,실패,0,29981215,문자,1,0,,400,6329,직장인,L0674,0.0,0.0
675,66,남성,수원시 장안구,28240951,210,상각,실패,0,28240951,방문,8,0,,822,3530,무직,L0675,0.0,0.0
676,51,여성,양평군,11733368,294,상각,실패,0,11733368,전화,8,2,,646,6290,직장인,L0676,0.0,0.0
677,41,남성,용인시 수지구,14531515,174,중기,실패,0,14531515,전화,5,0,,944,6524,직장인,L0677,0.0,0.0
678,52,여성,당진시,9689100,181,상각,실패,0,9689100,전화,6,0,,673,7577,직장인,L0678,0.0,0.0
679,35,여성,철원군,7722090,359,상각,실패,0,7722090,방문,13,0,,454,5457,직장인,L0679,0.0,0.0
680,54,여성,진천군,38292802,239,상각,실패,0,38292802,방문,9,0,,652,7439,직장인,L0680,0.0,0.0
681,53,여성,안양시 만안구,14124812,296,상각,실패,0,14124812,전화,10,3,,865,2313,직장인,L0681,0.0,0.0
682,58,여성,수원시 권선구,582658,93,중기,실패,0,582658,전화,3,0,,890,5832,자영업,L0682,0.0,0.0
683,30,남성,양구군,13574046,244,상각,실패,0,13574046,전화,9,0,,746,6518,직장인,L0683,0.0,0.0
684,37,남성,천안시 서북구,36624676,194,상각,실패,0,36624676,전화,9,4,,500,5080,직장인,L0684,0.0,0.0
685,45,여성,시흥시,15324483,75,단기,실패,0,15324483,문자,1,0,,794,4395,직장인,L0685,0.0,0.0
686,25,남성,양구군,46262008,175,중기,실패,0,46262008,방문,6,1,,495,3029,직장인,L0686,0.0,0.0
687,64,여성,청주시 흥덕구,30987068,250,상각,실패,0,30987068,전화,9,3,,589,3256,자영업,L0687,0.0,0.0
688,50,여성,안성시,12606500,138,중기,실패,0,12606500,전화,5,0,,467,5920,직장인,L0688,0.0,0.0
689,56,여성,천안시 동남구,1030255,63,단기,실패,0,1030255,문자,2,0,,602,3737,직장인,L0689,0.0,0.0
690,20,여성,단양군,49725839,93,중기,실패,0,49725839,방문,3,0,,496,6773,직장인,L0690,0.0,0.0
691,36,여성,청주시 서원구,20097049,276,상각,실패,0,20097049,방문,8,0,,442,3219,직장인,L0691,0.0,0.0
692,45,여성,태백시,8923282,205,상각,실패,0,8923282,전화,6,1,,788,5572,직장인,L0692,0.0,0.0
693,54,남성,동해시,26792789,178,중기,실패,0,26792789,전화,5,0,,811,4345,자영업,L0693,0.0,0.0
694,49,남성,춘천시,40070359,310,상각,실패,0,40070359,전화,10,0,,576,7029,자영업,L0694,0.0,0.0
695,33,남성,안양시 만안구,45626769,241,상각,실패,0,45626769,전화,9,1,,763,4164,직장인,L0695,0.0,0.0
696,63,여성,원주시,2897977,160,중기,실패,0,2897977,전화,6,1,,437,5389,자영업,L0696,0.0,0.0
697,47,남성,삼척시,18957990,174,중기,성공,10457906,8500084,전화,7,0,13.0,583,7649,자영업,L0697,0.5516358010527488,1493986.5714285714
698,66,여성,고양시,4966158,171,중기,실패,0,4966158,방문,7,0,,642,2650,직장인,L0698,0.0,0.0
699,28,여성,증평군,32616891,99,중기,실패,0,32616891,방문,5,2,,754,3100,직장인,L0699,0.0,0.0
700,59,여성,수원시 팔달구,30101287,350,상각,실패,0,30101287,전화,12,1,,849,5013,자영업,L0700,0.0,0.0
701,53,여성,춘천시,44754000,317,상각,실패,0,44754000,전화,11,0,,589,3660,직장인,L0701,0.0,0.0
702,45,여성,김포시,39640137,294,상각,실패,0,39640137,전화,11,0,,453,7664,무직,L0702,0.0,0.0
703,32,남성,파주시,47268976,119,중기,실패,0,47268976,전화,5,0,,837,4774,직장인,L0703,0.0,0.0
704,41,여성,천안시 동남구,40009380,218,상각,실패,0,40009380,전화,7,0,,830,3436,직장인,L0704,0.0,0.0
705,39,여성,동해시,45901589,344,상각,실패,0,45901589,전화,11,0,,904,3202,직장인,L0705,0.0,0.0
706,32,남성,용인시 기흥구,48700299,194,상각,실패,0,48700299,전화,6,2,,805,4434,무직,L0706,0.0,0.0
707,66,남성,화천군,27478180,229,상각,실패,0,27478180,전화,9,0,,546,7958,직장인,L0707,0.0,0.0
